instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,pctghum,windspeed,comfindex,casual,registered,cnt,simurevenue
9499,2012-02-05,1,1,2,16,0,0,0,1,0.3,0.2879,0.56,56%,0.2239,0.14283,35,261,296,531.5
9500,2012-02-05,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,53%,0.1642,0.17473999999999998,31,275,306,536.5
9501,2012-02-05,1,1,2,18,0,0,0,1,0.3,0.2879,0.52,52%,0.2537,0.13389,10,171,181,296.5
9502,2012-02-05,1,1,2,19,0,0,0,1,0.3,0.2879,0.52,52%,0.2239,0.14283,6,63,69,118.5
9503,2012-02-05,1,1,2,20,0,0,0,1,0.28,0.2727,0.56,56%,0.194,0.1378,3,47,50,82.5
9504,2012-02-05,1,1,2,21,0,0,0,1,0.28,0.2879,0.56,56%,0.1045,0.16465000000000002,6,60,66,114.0
9505,2012-02-05,1,1,2,22,0,0,0,1,0.26,0.2727,0.6,60%,0.1045,0.15065,9,182,191,309.0
9506,2012-02-05,1,1,2,23,0,0,0,1,0.24,0.2424,0.7,70%,0.1343,0.12771,4,38,42,73.0
9507,2012-02-06,1,1,2,0,0,1,1,1,0.24,0.2424,0.65,65%,0.1343,0.12771,7,14,21,49.0
9508,2012-02-06,1,1,2,1,0,1,1,1,0.22,0.2576,0.75,75%,0.0896,0.12712,0,6,6,9.0
9509,2012-02-06,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,75%,0.0,0.154,0,3,3,4.5
9510,2012-02-06,1,1,2,4,0,1,1,1,0.18,0.2121,0.8,80%,0.1045,0.09465000000000001,0,2,2,3.0
9511,2012-02-06,1,1,2,5,0,1,1,1,0.18,0.2121,0.8,80%,0.1045,0.09465000000000001,0,17,17,25.5
9512,2012-02-06,1,1,2,6,0,1,1,1,0.16,0.1818,0.86,86%,0.1045,0.08065,0,72,72,108.0
9513,2012-02-06,1,1,2,7,0,1,1,1,0.16,0.1818,0.86,86%,0.1045,0.08065,5,229,234,363.5
9514,2012-02-06,1,1,2,8,0,1,1,1,0.16,0.1818,0.86,86%,0.1343,0.07171,10,434,444,691.0
9515,2012-02-06,1,1,2,9,0,1,1,1,0.18,0.2121,0.8,80%,0.1045,0.09465000000000001,8,269,277,435.5
9516,2012-02-06,1,1,2,10,0,1,1,1,0.22,0.2424,0.75,75%,0.1045,0.12265000000000001,20,96,116,224.0
9517,2012-02-06,1,1,2,11,0,1,1,1,0.26,0.2727,0.7,70%,0.1343,0.14171,12,104,116,204.0
9518,2012-02-06,1,1,2,12,0,1,1,1,0.32,0.3182,0.61,61%,0.1642,0.17473999999999998,19,131,150,272.5
9519,2012-02-06,1,1,2,13,0,1,1,1,0.38,0.3939,0.4,40%,-0.2239,0.19882999999999995,17,124,141,254.0
9520,2012-02-06,1,1,2,14,0,1,1,1,0.4,0.4091,0.35,35%,0.1642,0.23073999999999997,14,126,140,245.0
9521,2012-02-06,1,1,2,15,0,1,1,1,0.42,0.4242,0.32,32%,0.2836,0.20892,25,146,171,319.0
9522,2012-02-06,1,1,2,16,0,1,1,1,0.4,0.4091,0.43,43%,0.2537,0.20388999999999996,13,215,228,374.5
9523,2012-02-06,1,1,2,17,0,1,1,1,0.4,0.4091,0.43,43%,0.2537,0.20388999999999996,13,417,430,677.5
9524,2012-02-06,1,1,2,18,0,1,1,1,0.38,0.3939,0.43,43%,0.2239,0.19882999999999995,11,426,437,683.0
9525,2012-02-06,1,1,2,19,0,1,1,1,0.36,0.3333,0.43,43%,0.2537,0.17589,7,284,291,454.0
9526,2012-02-06,1,1,2,20,0,1,1,1,0.34,0.3333,0.46,46%,0.1642,0.18874,7,194,201,319.0
9527,2012-02-06,1,1,2,21,0,1,1,1,0.32,0.3182,0.57,56%,0.1642,0.17473999999999998,11,143,154,258.5
9528,2012-02-06,1,1,2,22,0,1,1,1,0.3,0.303,0.65,65%,0.1343,0.16971,4,83,87,140.5
9529,2012-02-06,1,1,2,23,0,1,1,1,0.3,0.303,0.65,65%,0.1343,0.16971,3,43,46,76.5
9530,2012-02-07,1,1,2,0,0,2,1,1,0.3,0.2879,0.7,70%,0.194,0.1518,1,22,23,37.0
9531,2012-02-07,1,1,2,1,0,2,1,1,0.28,0.2879,0.61,61%,0.1343,0.15571000000000002,8,6,14,41.0
9532,2012-02-07,1,1,2,2,0,2,1,1,0.3,0.3333,0.61,61%,0.0,0.21,0,4,4,6.0
9533,2012-02-07,1,1,2,3,0,2,1,2,0.3,0.3333,0.7,70%,0.0,0.21,1,1,2,5.5
9534,2012-02-07,1,1,2,4,0,2,1,2,0.3,0.3333,0.7,70%,0.0,0.21,0,3,3,4.5
9535,2012-02-07,1,1,2,5,0,2,1,1,0.32,0.3333,0.49,49%,0.0896,0.19712,0,15,15,22.5
9536,2012-02-07,1,1,2,6,0,2,1,1,0.32,0.303,0.45,45%,0.2985,0.13445,2,98,100,155.0
9537,2012-02-07,1,1,2,7,0,2,1,1,0.32,0.3485,0.45,45%,0.0,0.22399999999999998,6,293,299,463.5
9538,2012-02-07,1,1,2,8,0,2,1,1,0.3,0.3182,0.49,49%,0.0,0.21,7,522,529,811.0
9539,2012-02-07,1,1,2,9,0,2,1,1,0.32,0.3333,0.49,49%,0.0,0.22399999999999998,11,278,289,461.0
9540,2012-02-07,1,1,2,10,0,2,1,1,0.34,0.3333,0.46,46%,0.1642,0.18874,12,104,116,204.0
9541,2012-02-07,1,1,2,11,0,2,1,1,0.36,0.3485,0.46,46%,0.194,0.1938,9,120,129,216.0
9542,2012-02-07,1,1,2,12,0,2,1,1,0.4,0.4091,0.4,40%,0.3284,0.18147999999999997,9,163,172,280.5
9543,2012-02-07,1,1,2,13,0,2,1,1,0.44,0.4394,0.38,38%,0.2537,0.23188999999999999,15,169,184,313.5
9544,2012-02-07,1,1,2,14,0,2,1,1,0.44,0.4394,0.38,38%,0.2537,0.23188999999999999,11,127,138,234.5
9545,2012-02-07,1,1,2,15,0,2,1,1,0.44,0.4394,0.38,38%,0.194,0.2498,13,133,146,251.5
9546,2012-02-07,1,1,2,16,0,2,1,1,0.44,0.4394,0.35,35%,0.2537,0.23188999999999999,19,257,276,461.5
9547,2012-02-07,1,1,2,17,0,2,1,1,0.44,0.4394,0.35,35%,0.194,0.2498,15,494,509,801.0
9548,2012-02-07,1,1,2,18,0,2,1,1,0.42,0.4242,0.38,38%,0.194,0.23579999999999998,10,508,518,802.0
9549,2012-02-07,1,1,2,19,0,2,1,1,0.38,0.3939,0.43,43%,0.2239,0.19882999999999995,11,327,338,534.5
9550,2012-02-07,1,1,2,20,0,2,1,1,0.36,0.3485,0.5,50%,0.1343,0.21171,6,206,212,333.0
9551,2012-02-07,1,1,2,21,0,2,1,1,0.34,0.3485,0.61,61%,0.1045,0.20665,20,170,190,335.0
9552,2012-02-07,1,1,2,22,0,2,1,1,0.32,0.3182,0.57,56%,0.194,0.16579999999999998,11,107,118,204.5
9553,2012-02-07,1,1,2,23,0,2,1,1,0.32,0.3333,0.57,56%,0.1343,0.18370999999999998,2,49,51,81.5
9554,2012-02-08,1,1,2,0,0,3,1,1,0.3,0.2879,0.56,56%,0.2239,0.14283,2,21,23,39.5
9555,2012-02-08,1,1,2,1,0,3,1,1,0.28,0.2727,0.61,61%,0.1642,0.14674,1,9,10,17.5
9556,2012-02-08,1,1,2,2,0,3,1,1,0.26,0.303,0.65,65%,0.0,0.182,0,1,1,1.5
9557,2012-02-08,1,1,2,3,0,3,1,1,0.26,0.303,0.65,65%,0.0,0.182,0,1,1,1.5
9558,2012-02-08,1,1,2,4,0,3,1,1,0.24,0.2576,0.7,70%,0.0896,0.14112,0,1,1,1.5
9559,2012-02-08,1,1,2,5,0,3,1,1,0.24,0.2576,0.7,70%,0.0896,0.14112,0,20,20,30.0
9560,2012-02-08,1,1,2,6,0,3,1,2,0.24,0.2879,0.7,70%,0.0,0.16799999999999998,3,95,98,154.5
9561,2012-02-08,1,1,2,7,0,3,1,2,0.24,0.2576,0.7,70%,0.1045,0.13665,5,276,281,434.0
9562,2012-02-08,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,70%,0.2239,0.10082999999999999,13,495,508,794.5
9563,2012-02-08,1,1,2,9,0,3,1,2,0.24,0.2576,0.7,70%,0.1642,0.11873999999999998,8,245,253,399.5
9564,2012-02-08,1,1,2,10,0,3,1,2,0.26,0.2576,0.7,70%,0.2239,0.11483,1,107,108,164.5
9565,2012-02-08,1,1,2,11,0,3,1,2,0.26,0.2576,0.65,65%,0.2239,0.11483,5,97,102,165.5
9566,2012-02-08,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,65%,0.2836,0.11092,14,124,138,242.0
9567,2012-02-08,1,1,2,13,0,3,1,2,0.28,0.2879,0.61,61%,0.1045,0.16465000000000002,15,111,126,226.5
9568,2012-02-08,1,1,2,14,0,3,1,2,0.3,0.303,0.56,56%,0.1642,0.16074,8,100,108,182.0
9569,2012-02-08,1,1,2,15,0,3,1,3,0.3,0.3182,0.61,61%,0.1045,0.17865,5,49,54,93.5
9570,2012-02-08,1,1,2,16,0,3,1,3,0.26,0.2727,0.81,81%,0.1045,0.15065,2,73,75,117.5
9571,2012-02-08,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,87%,0.1045,0.13665,8,147,155,252.5
9572,2012-02-08,1,1,2,18,0,3,1,3,0.24,0.2576,0.87,87%,0.1045,0.13665,4,163,167,260.5
9573,2012-02-08,1,1,2,19,0,3,1,3,0.24,0.2576,0.87,87%,0.1045,0.13665,3,158,161,249.0
9574,2012-02-08,1,1,2,20,0,3,1,3,0.24,0.2424,0.87,87%,0.1343,0.12771,3,122,125,195.0
9575,2012-02-08,1,1,2,21,0,3,1,3,0.24,0.2273,0.87,87%,0.194,0.10979999999999998,3,126,129,201.0
9576,2012-02-08,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,87%,0.1343,0.12771,3,95,98,154.5
9577,2012-02-08,1,1,2,23,0,3,1,2,0.24,0.2424,0.87,87%,0.1642,0.11873999999999998,3,57,60,97.5
9578,2012-02-09,1,1,2,0,0,4,1,2,0.24,0.2424,0.87,87%,0.1642,0.11873999999999998,3,23,26,46.5
9579,2012-02-09,1,1,2,1,0,4,1,2,0.24,0.2424,0.87,87%,0.1343,0.12771,2,10,12,23.0
9580,2012-02-09,1,1,2,2,0,4,1,1,0.22,0.2273,0.8,80%,0.1343,0.11371,0,2,2,3.0
9581,2012-02-09,1,1,2,3,0,4,1,1,0.22,0.2121,0.8,80%,0.2836,0.06892,0,4,4,6.0
9582,2012-02-09,1,1,2,4,0,4,1,2,0.22,0.197,0.75,75%,0.4478,0.01966000000000001,0,1,1,1.5
9583,2012-02-09,1,1,2,5,0,4,1,1,0.2,0.1818,0.75,75%,0.2836,0.05491999999999998,0,18,18,27.0
9584,2012-02-09,1,1,2,6,0,4,1,1,0.2,0.1818,0.75,75%,0.2836,0.05491999999999998,1,75,76,116.5
9585,2012-02-09,1,1,2,7,0,4,1,1,,0.197,0.69,69%,0.2537,,4,263,267,410.5
9586,2012-02-09,1,1,2,8,0,4,1,1,0.2,0.197,0.64,64%,0.2537,0.06388999999999999,11,473,484,753.5
9587,2012-02-09,1,1,2,9,0,4,1,1,0.2,0.197,0.59,59%,0.2239,0.07282999999999999,9,229,238,379.5
9588,2012-02-09,1,1,2,10,0,4,1,1,0.22,0.2121,0.51,51%,0.2239,0.08683,7,90,97,163.0
9589,2012-02-09,1,1,2,11,0,4,1,1,0.24,0.2273,0.52,52%,0.2239,0.10082999999999999,4,95,99,158.5
9590,2012-02-09,1,1,2,12,0,4,1,1,0.26,0.2273,0.48,48%,0.3284,0.08347999999999998,10,148,158,262.0
9591,2012-02-09,1,1,2,13,0,4,1,1,0.3,0.2727,0.42,42%,0.3284,0.11147999999999998,10,144,154,256.0
9592,2012-02-09,1,1,2,14,0,4,1,1,0.32,0.303,0.39,39%,0.2985,0.13445,18,126,144,261.0
9593,2012-02-09,1,1,2,15,0,4,1,1,0.32,0.303,0.36,36%,0.2985,0.13445,14,120,134,236.0
9594,2012-02-09,1,1,2,16,0,4,1,1,0.34,0.3333,0.36,36%,0.0,0.238,15,223,238,394.5
9595,2012-02-09,1,1,2,17,0,4,1,1,0.34,0.3333,0.34,34%,0.1343,0.19771,12,387,399,628.5
9596,2012-02-09,1,1,2,18,0,4,1,1,0.34,0.3333,0.31,31%,0.1642,0.18874,13,404,417,658.0
9597,2012-02-09,1,1,2,19,0,4,1,1,0.32,0.3333,0.33,33%,0.1045,0.19265,8,287,295,462.5
9598,2012-02-09,1,1,2,20,0,4,1,1,0.32,0.3485,0.36,36%,0.0,0.22399999999999998,2,197,199,303.5
9599,2012-02-09,1,1,2,21,0,4,1,1,0.3,0.3182,0.52,52%,0.0896,0.18312,8,169,177,285.5
9600,2012-02-09,1,1,2,22,0,4,1,2,0.3,0.3333,0.56,56%,0.0,0.21,3,104,107,168.0
9601,2012-02-09,1,1,2,23,0,4,1,2,0.3,0.3333,0.52,52%,0.0,0.21,9,75,84,148.5
9602,2012-02-10,1,1,2,0,0,5,1,2,0.28,0.303,0.65,65%,0.0896,0.16912000000000002,4,39,43,74.5
9603,2012-02-10,1,1,2,1,0,5,1,2,0.28,0.303,0.61,61%,0.0896,0.16912000000000002,2,11,13,24.5
9604,2012-02-10,1,1,2,2,0,5,1,1,0.26,0.2879,0.52,52%,0.0896,0.15512,7,9,16,41.5
9605,2012-02-10,1,1,2,3,0,5,1,1,0.26,0.2879,0.56,56%,0.0896,0.15512,0,5,5,7.5
9606,2012-02-10,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,56%,0.0896,0.15512,0,2,2,3.0
9607,2012-02-10,1,1,2,5,0,5,1,1,0.24,0.2273,0.52,52%,0.2239,0.10082999999999999,0,17,17,25.5
9608,2012-02-10,1,1,2,6,0,5,1,1,0.2,0.197,0.59,59%,0.194,0.08179999999999998,3,61,64,103.5
9609,2012-02-10,1,1,2,7,0,5,1,1,0.2,0.2121,0.59,59%,0.1642,0.09073999999999999,5,225,230,357.5
9610,2012-02-10,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,59%,0.1642,0.09073999999999999,1,447,448,674.5
9611,2012-02-10,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,55%,0.1642,0.10474,10,265,275,437.5
9612,2012-02-10,1,1,2,10,0,5,1,2,0.26,0.2727,0.48,48%,0.1343,0.14171,5,119,124,198.5
9613,2012-02-10,1,1,2,11,0,5,1,2,0.28,0.2879,0.45,45%,0.1045,0.16465000000000002,19,134,153,277.0
9614,2012-02-10,1,1,2,12,0,5,1,2,0.3,0.303,0.42,42%,0.1343,0.16971,8,168,176,284.0
9615,2012-02-10,1,1,2,13,0,5,1,2,0.3,0.3182,0.42,42%,0.0896,0.18312,22,170,192,343.0
9616,2012-02-10,1,1,2,14,0,5,1,2,0.32,0.3333,0.39,39%,0.0896,0.19712,8,138,146,239.0
9617,2012-02-10,1,1,2,15,0,5,1,2,0.32,0.3333,0.45,45%,0.1343,0.18370999999999998,27,164,191,354.0
9618,2012-02-10,1,1,2,16,0,5,1,2,0.34,0.3182,0.42,42%,0.2537,0.16188999999999998,28,240,268,472.0
9619,2012-02-10,1,1,2,17,0,5,1,2,0.34,0.3333,0.42,42%,0.194,0.1798,15,381,396,631.5
9620,2012-02-10,1,1,2,18,0,5,1,3,0.3,0.303,0.61,61%,0.1343,0.16971,14,345,359,573.5
9621,2012-02-10,1,1,2,19,0,5,1,2,0.32,0.3485,0.57,56%,0.0,0.22399999999999998,16,246,262,433.0
9622,2012-02-10,1,1,2,20,0,5,1,2,0.32,0.3485,0.57,56%,0.0,0.22399999999999998,7,144,151,244.0
9623,2012-02-10,1,1,2,21,0,5,1,2,0.32,0.3333,0.66,66%,0.0896,0.19712,14,108,122,218.0
9624,2012-02-10,1,1,2,22,0,5,1,2,0.32,0.3485,0.66,66%,0.0,0.22399999999999998,11,102,113,197.0
9625,2012-02-10,1,1,2,23,0,5,1,2,0.3,0.3182,0.7,70%,0.0896,0.18312,1,64,65,100.0
9626,2012-02-11,1,1,2,0,0,6,0,2,0.3,0.303,0.7,70%,0.1343,0.16971,3,50,53,87.0
9627,2012-02-11,1,1,2,1,0,6,0,3,0.28,0.2879,0.81,81%,0.1343,0.15571000000000002,2,43,45,72.5
9628,2012-02-11,1,1,2,2,0,6,0,3,0.26,0.2576,0.81,81%,0.194,0.1238,2,24,26,44.0
9629,2012-02-11,1,1,2,3,0,6,0,3,0.24,0.2273,0.87,87%,0.2239,0.10082999999999999,0,9,9,13.5
9630,2012-02-11,1,1,2,4,0,6,0,3,0.24,0.2273,0.87,87%,0.2239,0.10082999999999999,0,4,4,6.0
9631,2012-02-11,1,1,2,5,0,6,0,3,0.22,0.2273,0.93,93%,0.1642,0.10474,0,2,2,3.0
9632,2012-02-11,1,1,2,6,0,6,0,3,0.22,0.2273,0.93,93%,0.1343,0.11371,1,8,9,16.0
9633,2012-02-11,1,1,2,7,0,6,0,3,0.22,0.2273,0.93,93%,0.1343,0.11371,0,19,19,28.5
9634,2012-02-11,1,1,2,8,0,6,0,3,0.22,0.2273,0.93,93%,0.1343,0.11371,1,77,78,119.5
9635,2012-02-11,1,1,2,9,0,6,0,3,0.22,0.2424,0.93,93%,0.1045,0.12265000000000001,5,85,90,147.5
9636,2012-02-11,1,1,2,10,0,6,0,3,0.22,0.2424,0.93,93%,0.1045,0.12265000000000001,23,143,166,306.5
9637,2012-02-11,1,1,2,11,0,6,0,2,0.24,0.2576,0.81,81%,0.1045,0.13665,26,157,183,339.5
9638,2012-02-11,1,1,2,12,0,6,0,2,0.26,0.2576,0.81,81%,0.1642,0.13274,25,196,221,394.0
9639,2012-02-11,1,1,2,13,0,6,0,2,0.26,0.2424,0.81,81%,0.2836,0.09691999999999999,18,217,235,397.5
9640,2012-02-11,1,1,2,14,0,6,0,2,0.26,0.2424,0.81,81%,0.2537,0.10589,38,205,243,459.5
9641,2012-02-11,1,1,2,15,0,6,0,2,0.3,0.2727,0.61,61%,0.2985,0.12045,12,112,124,216.0
9642,2012-02-11,1,1,2,16,0,6,0,3,0.22,0.197,0.75,75%,0.4179,0.028630000000000017,12,134,146,249.0
9643,2012-02-11,1,1,2,17,0,6,0,3,0.22,0.1818,0.69,69%,0.4627,0.015190000000000009,13,131,144,248.5
9644,2012-02-11,1,1,2,18,0,6,0,2,0.22,0.1818,0.47,47%,0.6567,-0.04300999999999999,3,105,108,169.5
9645,2012-02-11,1,1,2,19,0,6,0,2,0.2,0.1515,0.4,40%,0.5522,-0.025660000000000016,2,85,87,135.5
9646,2012-02-11,1,1,2,20,0,6,0,2,0.16,0.1212,0.43,43%,0.5522,-0.05366000000000001,1,62,63,97.0
9647,2012-02-11,1,1,2,21,0,6,0,1,0.14,0.0758,0.43,43%,0.6418,-0.09454000000000001,5,43,48,84.5
9648,2012-02-11,1,1,2,22,0,6,0,2,0.14,0.1061,0.39,39%,0.3881,-0.018429999999999988,0,46,46,69.0
9649,2012-02-11,1,1,2,23,0,6,0,3,0.12,0.0758,0.5,50%,0.4925,-0.06375,0,20,20,30.0
9650,2012-02-12,1,1,2,0,0,0,0,3,0.1,0.0758,0.68,68%,0.3881,-0.04643,0,21,21,31.5
9651,2012-02-12,1,1,2,1,0,0,0,3,0.08,0.0455,0.79,79%,0.4627,-0.08281,0,24,24,36.0
9652,2012-02-12,1,1,2,2,0,0,0,2,0.1,0.0606,0.58,57%,0.5821,-0.10462999999999999,1,26,27,43.0
9653,2012-02-12,1,1,2,3,0,0,0,2,0.1,0.0455,0.46,46%,0.6866,-0.13598,0,14,14,21.0
9654,2012-02-12,1,1,2,4,0,0,0,2,0.1,0.0455,0.46,46%,0.7164,-0.14492,0,1,1,1.5
9655,2012-02-12,1,1,2,5,0,0,0,1,0.1,0.0758,0.49,49%,0.3881,-0.04643,0,3,3,4.5
9656,2012-02-12,1,1,2,6,0,0,0,1,0.1,0.0758,0.49,49%,0.3881,-0.04643,0,2,2,3.0
9657,2012-02-12,1,1,2,7,0,0,0,1,0.08,0.0909,0.53,53%,0.194,-0.0022000000000000075,0,18,18,27.0
9658,2012-02-12,1,1,2,8,0,0,0,1,0.08,0.0758,0.53,53%,0.2537,-0.020110000000000003,0,26,26,39.0
9659,2012-02-12,1,1,2,9,0,0,0,1,0.1,0.0909,0.49,49%,0.2985,-0.019549999999999998,3,60,63,102.0
9660,2012-02-12,1,1,2,10,0,0,0,1,0.12,0.1061,0.42,42%,0.3582,-0.02346000000000001,8,83,91,156.5
9661,2012-02-12,1,1,2,11,0,0,0,1,0.12,0.1061,0.42,42%,0.2985,-0.005549999999999999,3,121,124,193.5
9662,2012-02-12,1,1,2,12,0,0,0,1,0.14,0.0758,0.39,39%,0.6418,-0.09454000000000001,7,133,140,227.5
9663,2012-02-12,1,1,2,13,0,0,0,1,0.16,0.1212,0.4,40%,0.4478,-0.02234,10,128,138,232.0
9664,2012-02-12,1,1,2,14,0,0,0,1,0.16,0.1212,0.4,40%,-0.5224,-0.04472000000000001,9,102,111,189.0
9665,2012-02-12,1,1,2,15,0,0,0,1,0.16,0.1212,0.4,40%,0.5522,-0.05366000000000001,5,150,155,245.0
9666,2012-02-12,1,1,2,16,0,0,0,1,0.2,0.1667,0.34,34%,0.4627,0.0011899999999999966,16,148,164,286.0
9667,2012-02-12,1,1,2,17,0,0,0,1,0.18,0.1515,0.37,37%,0.4179,0.0006300000000000194,4,83,87,140.5
9668,2012-02-12,1,1,2,18,0,0,0,1,0.16,0.1212,0.4,40%,0.4627,-0.02681,4,92,96,154.0
9669,2012-02-12,1,1,2,19,0,0,0,1,0.16,0.1364,0.4,40%,0.2836,0.026919999999999986,2,78,80,125.0
9670,2012-02-12,1,1,2,20,0,0,0,1,0.14,0.1212,0.42,42%,0.3284,-0.0005200000000000066,1,56,57,88.0
9671,2012-02-12,1,1,2,21,0,0,0,1,0.14,0.1212,0.43,43%,0.2985,0.008450000000000013,0,36,36,54.0
9672,2012-02-12,1,1,2,22,0,0,0,1,0.14,0.1515,0.43,43%,0.1642,0.04874,0,28,28,42.0
9673,2012-02-12,1,1,2,23,0,0,0,1,0.14,0.1364,0.43,43%,0.2239,0.03083000000000001,0,23,23,34.5
9674,2012-02-13,1,1,2,0,0,1,1,1,0.14,0.1364,0.46,46%,0.2239,0.03083000000000001,0,9,9,13.5
9675,2012-02-13,1,1,2,1,0,1,1,1,0.12,0.1212,0.5,50%,0.2239,0.016829999999999998,0,6,6,9.0
9676,2012-02-13,1,1,2,2,0,1,1,1,0.14,0.1364,0.46,46%,0.194,0.0398,0,4,4,6.0
9677,2012-02-13,1,1,2,3,0,1,1,1,0.12,0.1515,0.54,54%,0.1045,0.052649999999999995,0,1,1,1.5
9678,2012-02-13,1,1,2,4,0,1,1,1,0.12,0.1667,0.54,54%,0.0896,0.05711999999999999,0,2,2,3.0
9679,2012-02-13,1,1,2,5,0,1,1,1,0.1,0.1212,0.58,57%,0.1343,0.029709999999999993,0,17,17,25.5
9680,2012-02-13,1,1,2,6,0,1,1,1,0.1,0.1061,0.54,54%,0.2239,0.002829999999999999,1,71,72,110.5
9681,2012-02-13,1,1,2,7,0,1,1,1,0.1,0.1061,0.54,54%,0.194,0.011799999999999991,1,194,195,295.0
9682,2012-02-13,1,1,2,8,0,1,1,1,0.1,0.1212,0.54,54%,0.1343,0.029709999999999993,4,413,417,635.5
9683,2012-02-13,1,1,2,9,0,1,1,1,0.12,0.1364,0.5,50%,0.194,0.02579999999999999,7,198,205,325.0
9684,2012-02-13,1,1,2,10,0,1,1,1,0.14,0.1515,0.5,50%,0.1343,0.057710000000000004,1,70,71,109.0
9685,2012-02-13,1,1,2,11,0,1,1,1,0.22,0.2273,0.37,37%,0.194,0.0958,5,85,90,147.5
9686,2012-02-13,1,1,2,12,0,1,1,1,0.28,0.2576,0.28,28%,0.3284,0.09748,7,111,118,194.5
9687,2012-02-13,1,1,2,13,0,1,1,1,0.32,0.303,0.22,22%,0.2239,0.15682999999999997,11,129,140,237.5
9688,2012-02-13,1,1,2,14,0,1,1,1,0.34,0.3485,0.23,23%,0.1045,0.20665,10,125,135,227.5
9689,2012-02-13,1,1,2,15,0,1,1,1,0.36,0.3485,0.27,27%,0.1343,0.21171,10,145,155,257.5
9690,2012-02-13,1,1,2,16,0,1,1,1,0.36,0.3485,0.23,23%,0.194,0.1938,5,206,211,329.0
9691,2012-02-13,1,1,2,17,0,1,1,1,0.36,0.3485,0.23,23%,0.194,0.1938,8,399,407,630.5
9692,2012-02-13,1,1,2,18,0,1,1,1,0.34,0.3182,0.25,25%,0.2537,0.16188999999999998,6,399,405,622.5
9693,2012-02-13,1,1,2,19,0,1,1,1,0.34,0.3333,0.25,25%,0.1343,0.19771,7,256,263,412.0
9694,2012-02-13,1,1,2,20,0,1,1,1,0.3,0.303,0.42,42%,-0.1642,0.16074,4,210,214,331.0
9695,2012-02-13,1,1,2,21,0,1,1,1,0.28,0.2879,0.45,45%,0.1343,0.15571000000000002,2,145,147,225.5
9696,2012-02-13,1,1,2,22,0,1,1,1,0.26,0.2727,0.56,56%,0.1045,0.15065,3,99,102,160.5
9697,2012-02-13,1,1,2,23,0,1,1,1,0.28,0.3182,0.41,41%,0.0,0.196,2,34,36,59.0
9698,2012-02-14,1,1,2,0,0,2,1,2,0.26,0.303,0.6,60%,0.0,0.182,0,14,14,21.0
9699,2012-02-14,1,1,2,1,0,2,1,2,0.26,0.303,0.56,56%,0.0,0.182,0,6,6,9.0
9700,2012-02-14,1,1,2,2,0,2,1,2,0.28,0.3182,0.41,41%,0.0,0.196,0,3,3,4.5
9701,2012-02-14,1,1,2,3,0,2,1,2,0.26,0.303,0.52,52%,0.0,0.182,0,3,3,4.5
9702,2012-02-14,1,1,2,4,0,2,1,2,0.26,0.2727,0.65,65%,0.1045,0.15065,0,2,2,3.0
9703,2012-02-14,1,1,2,5,0,2,1,2,0.26,0.2727,0.65,65%,0.1045,0.15065,2,20,22,38.0
9704,2012-02-14,1,1,2,6,0,2,1,2,0.26,0.303,0.56,56%,0.0,0.182,1,89,90,137.5
9705,2012-02-14,1,1,2,7,0,2,1,2,0.24,0.2576,0.6,60%,0.0896,0.14112,4,276,280,430.0
9706,2012-02-14,1,1,2,8,0,2,1,2,0.24,0.2879,0.7,70%,0.0,0.16799999999999998,3,510,513,777.0
9707,2012-02-14,1,1,2,9,0,2,1,2,0.26,0.2879,0.56,56%,0.0896,0.15512,6,256,262,408.0
9708,2012-02-14,1,1,2,10,0,2,1,2,0.26,0.2727,0.6,60%,0.1343,0.14171,8,90,98,167.0
9709,2012-02-14,1,1,2,11,0,2,1,2,0.3,0.303,0.45,45%,0.1642,0.16074,5,107,112,180.5
9710,2012-02-14,1,1,2,12,0,2,1,2,0.3,0.2879,0.52,52%,0.2239,0.14283,10,162,172,283.0
9711,2012-02-14,1,1,2,13,0,2,1,2,0.36,0.3333,0.4,40%,0.2537,0.17589,6,167,173,274.5
9712,2012-02-14,1,1,2,14,0,2,1,1,0.4,0.4091,0.4,40%,0.2239,0.21282999999999996,13,111,124,218.5
9713,2012-02-14,1,1,2,15,0,2,1,2,0.42,0.4242,0.38,38%,0.4478,0.15966,7,138,145,235.0
9714,2012-02-14,1,1,2,16,0,2,1,1,0.42,0.4242,0.35,35%,0.2985,0.20445,15,251,266,436.5
9715,2012-02-14,1,1,2,17,0,2,1,1,0.42,0.4242,0.38,38%,0.3582,0.18653999999999998,19,504,523,832.0
9716,2012-02-14,1,1,2,18,0,2,1,2,0.38,0.3939,0.46,46%,0.2985,0.17644999999999997,8,398,406,629.0
9717,2012-02-14,1,1,2,19,0,2,1,2,0.36,0.3485,0.5,50%,0.1642,0.20274,11,270,281,449.0
